date,text,href
2015.12.16 ,"
李克强主持召开国务院常务会议决定深化“先照后证”改革开展“证照分离”试点着力缓解办证难激发“双创”活力核准一批水电核电等清洁能源重大项目以绿色发展促结构调整民生改善批准2015年度国家科学技术奖励评审结果通过《中华人民共和国澳门特别行政区行政区域图(草案)》
2015.12.16 
",http://www.gov.cn/guowuyuan/gwycwhy201539/index.htm
2015.12.09 ,"
李克强主持召开国务院常务会议部署促进中央企业增效升级 听取监事会对央企监督检查情况汇报确定改革完善知识产权制度的措施 保障和激励大众创业万众创新通过提请全国人大常委会授权国务院在实施股票发行注册制改革中调整适用《中华人民共和国证券法》有关规定的决定草案和《中医药法(草案)》
2015.12.09 
",http://www.gov.cn/guowuyuan/gwycwhy201538/
2015.12.02 ,"
李克强主持召开国务院常务会议听取人民币加入特别提款权情况和下一步金融改革开放相关工作汇报部署在多地开展金融改革创新试点 提升金融服务实体经济能力决定全面实施燃煤电厂超低排放和节能改造 大幅降低发电煤耗和污染排放通过《中华人民共和国人口与计划生育法修正案(草案)》和提请全国人大常委会授权国务院在部分行政区域暂时调整实施有关法律规定的决定草案
2015.12.02 
",http://www.gov.cn/guowuyuan/gwycwhy201537/
2015.11.18 ,"
李克强主持召开国务院常务会议确定改进公共服务措施 以持续简政放权便利群众办事创业部署加快企业技术升级改造 推动产业迈向中高端决定统一城乡义务教育经费保障机制 推进教育领域公共服务均等化
2015.11.18 
",http://www.gov.cn/guowuyuan/gwycwhy201536/
2015.11.11 ,"
李克强主持召开国务院常务会议确定稳定粮食生产增加种粮收入的措施 保障粮食安全和农民利益部署以消费升级促进产业升级 培育形成新供给新动力扩大内需决定推进医疗卫生与养老服务结合 更好保障老有所医老有所养通过《地图管理条例(草案)》
2015.11.11 
",http://www.gov.cn/guowuyuan/gwycwhy201535/
2015.11.04 ,"
李克强主持召开国务院常务会议部署贯彻党的十八届五中全会精神 用新理念统领“十三五”规划编制部署推进工业稳增长调结构 促进企业拓市场增效益确定深化利率市场化改革 完善利率形成和调控机制决定精简优化企业投资和高速公路审批 推动扩内需惠民生
2015.11.04 
",http://www.gov.cn/guowuyuan/gwycwhy201534/
2015.10.21 ,"
李克强主持召开国务院常务会议确定完善研发费用加计扣除政策 推动企业加大研发力度决定在全国推广国家自主创新示范区部分所得税试点政策 助力创业创新通过《居住证暂行条例(草案)》 以法治助推新型城镇化部署进一步深化上海自贸试验区金融改革试点 为服务实体经济积累经验
2015.10.21 
",http://www.gov.cn/guowuyuan/gwycwhy201533/
2015.10.14 ,"
李克强主持召开国务院常务会议决定完善农村及偏远地区宽带电信普遍服务补偿机制 缩小城乡数字鸿沟部署加快发展农村电商 通过壮大新业态促消费惠民生确定促进快递业发展的措施 培育现代服务业新增长点
2015.10.14 
",http://www.gov.cn/guowuyuan/gwycwhy201532/
2015.09.29 ,"
李克强主持召开国务院常务会议决定推出新一批简政放权放管结合改革举措 打造公平规范便利的营商环境部署加快雨水蓄排顺畅合理利用的海绵城市建设 有效推进新型城镇化确定支持新能源和小排量汽车发展措施 促进调结构扩内需
2015.09.29 
",http://www.gov.cn/guowuyuan/gwycwhy201531/
2015.09.23 ,"
李克强主持召开国务院常务会议听取第二批核查问责不作为情况的汇报厉督真抓实干促发展决定压减中央定价目录以改革举措推动市场发挥更大作用部署加快电动汽车充电基础设施和城市停车场建设补公共服务短板促进扩内需惠民生
2015.09.23 
",http://www.gov.cn/guowuyuan/gwycwhy201530/
2015.09.16 ,"
李克强主持召开国务院常务会议听取政策落实第三方评估汇报部署建设大众创业万众创新支撑平台确定扩大固定资产加速折旧优惠范围决定全面建立困难残疾人生活补贴和重度残疾人护理补贴制度
2015.09.16 
",http://www.gov.cn/guowuyuan/gwycwhy201529/
2015.09.01 ,"
李克强主持召开国务院常务会议决定设立国家中小企业发展基金 政府与市场携手增强创业创新动力确定调整和完善固定资产投资项目资本金比例制度 促进投资结构优化部署推进分级诊疗制度建设 合理配置医疗资源方便群众就医通过《中华人民共和国电影产业促进法(草案)》
2015.09.01 
",http://www.gov.cn/guowuyuan/gwycwhy201528/
2015.08.26 ,"
李克强主持召开国务院常务会议确定加快融资租赁和金融租赁行业发展的措施 更好服务实体经济部署进一步清理和规范进出口环节收费 为企业发展减负听取重点政策措施落实第三方评估汇报 狠抓政策落地助力经济发展决定全面推开中小学教师职称制度改革 为基础教育发展提供人才支撑
2015.08.26 
",http://www.gov.cn/guowuyuan/gwycwhy201527/
2015.08.21 ,"
李克强主持召开国务院常务会议对做好天津港“8・12”瑞海公司危险品仓库特别重大火灾爆炸事故救援处置和全国安全生产工作作出进一步部署
2015.08.21 
",http://www.gov.cn/guowuyuan/2015-08/20/content_2916527.htm
2015.08.19 ,"
李克强主持召开国务院常务会议部署发展现代流通业建设法治化营商环境 构建全国统一大市场旺消费促发展通过《关于促进大数据发展的行动纲要》 提升创业创新活力和社会治理水平决定进一步加大对小微企业的税收优惠 涵养就业潜力和经济发展持久耐力
2015.08.19 
",http://www.gov.cn/guowuyuan/gwycwhy201526/
2015.07.31 ,"
李克强主持召开国务院常务会议部署加快融资担保行业改革发展 更好发挥金融支持实体经济作用决定整合建立统一的公共资源交易平台 以管理创新促进资源配置高效透明
2015.07.31 
",http://www.gov.cn/guowuyuan/gwycwhy201525/
2015.07.29 ,"
李克强主持召开国务院常务会议部署推进城市地下综合管廊建设 扩大公共产品供给提高新型城镇化质量确定促进旅游投资和消费的政策措施 打造稳增长调结构惠民生新支点通过《中华人民共和国反家庭暴力法(草案)》
2015.07.29 
",http://www.gov.cn/guowuyuan/gwycwhy201524/
2015.07.22 ,"
李克强主持召开国务院常务会议决定推广随机抽查机制 以创新事中事后监管营造公平市场环境部署加快转变农业发展方式 走安全高效绿色发展之路确定全面实施城乡居民大病保险 更好守护困难群众生命健康
2015.07.22 
",http://www.gov.cn/guowuyuan/gwycwhy201523/
2015.07.15 ,"
李克强主持召开国务院常务会议决定再取消一批职业资格许可和认定事项 以改革释放创业创新活力部署促进进出口稳定增长的政策措施 在扩大开放中增强发展动力
2015.07.15 
",http://www.gov.cn/guowuyuan/gwycwhy201522/
2015.07.08 ,"
李克强主持召开国务院常务会议听取国务院重大政策措施落实重点督查情况汇报 对落实不力的坚决处置整改部署整改审计查出问题 把宝贵的公共资金资源用到促发展惠民生上决定加大国家助学贷款力度 为贫困学子创造公平成长环境
2015.07.08 
",http://www.gov.cn/guowuyuan/gwycwhy201521/
2015.06.24 ,"
李克强主持召开国务院常务会议部署推进“互联网+”行动 促进形成经济发展新动能决定降低工伤和生育保险费率 进一步减轻企业负担确定设立中国保险投资基金 以金融创新更好服务实体经济通过《中华人民共和国商业银行法修正案(草案)》
2015.06.24 
",http://www.gov.cn/guowuyuan/gwycwhy201520/
2015.06.17 ,"
李克强主持召开国务院常务会议部署加大重点领域有效投资 发挥稳增长调结构惠民生的多重作用决定进一步强化城镇棚户区和城乡危房改造及配套基础设施建设确定实施“三证合一”登记制度改革 方便创业创新部署运用大数据优化政府服务和监管 提高行政效能
2015.06.17 
",http://www.gov.cn/guowuyuan/gwycwhy201519/
2015.06.10 ,"
李克强主持召开国务院常务会议明确推进财政资金统筹使用措施更好发挥积极财政政策稳增长调结构惠民生作用决定将消费金融公司试点扩至全国增强消费对经济的拉动力部署促进跨境电子商务健康快速发展推动开放型经济发展升级确定支持农民工等人员返乡创业政策增添大众创业万众创新新动能
2015.06.10 
",http://www.gov.cn/guowuyuan/gwycwhy201518/
2015.06.04 ,"
李克强主持召开国务院常务会议听取关于“东方之星”号客轮翻沉事件救援和应急处置情况及下一步工作打算的汇报确定大力推进大众创业万众创新的政策措施拓展发展新天地部署促进社会办医健康发展满足群众多样化健康需求决定实施法人和其他组织统一社会信用代码制度提高社会运行效率和信用
2015.06.04 
",http://www.gov.cn/guowuyuan/gwycwhy201517/
2015.05.13 ,"
李克强主持召开国务院常务会议部署推广政府和社会资本合作模式汇聚社会力量增加公共产品和服务供给确定加快建设高速宽带网络促进提速降费的措施助力创业创新和民生改善决定进一步推进信贷资产证券化以改革创新盘活存量资金部署对部门和地方开展督查狠抓各项政策措施落实
2015.05.13 
",http://www.gov.cn/guowuyuan/gwycwhy201516/
2015.05.06 ,"
李克强主持召开国务院常务会议确定进一步简政放权、取消非行政许可审批类别把改革推向纵深部署推进国际产能和装备制造合作以扩大开放促发展升级决定试点对购买商业健康保险给予个人所得税优惠运用更多资源更好保障民生
2015.05.06 
",http://www.gov.cn/guowuyuan/gwycwhy201515/
2015.04.28 ,"
李克强主持召开国务院常务会议部署完善消费品进出口相关政策丰富国内消费者购物选择确定加快成品油质量升级措施推动大气污染治理和企业技术升级决定实施稀土钨钼资源税改革促进理顺资源税费关系
2015.04.28 
",http://www.gov.cn/guowuyuan/gwycwhy201514/
2015.04.21 ,"
李克强主持召开国务院常务会议部署进一步促进就业鼓励创业 以稳就业惠民生助发展通过《基础设施和公用事业特许经营管理办法》 用制度创新激发民间投资活力决定清理规范与行政审批相关的中介服务 更好服务和便利群众
2015.04.21 
",http://www.gov.cn/guowuyuan/gwycwhy201513/
2015.04.15 ,"
李克强主持召开国务院常务会议部署落实2015年经济体制改革重点任务 以深化改革增添发展动力决定核准建设“华龙一号”三代核电技术示范机组 在调整能源结构中促进稳增长
2015.04.15 
",http://www.gov.cn/guowuyuan/gwycwhy201512/
2015.04.08 ,"
李克强主持召开国务院常务会议决定在全国范围清理规范涉企收费下调燃煤发电上网电价和工商业用电价格依法适当降低铁矿石资源税征收比例多措并举减轻企业负担 支持实体经济发展
2015.04.08 
",http://www.gov.cn/guowuyuan/gwycwhy201511/
2015.04.01 ,"
李克强主持召开国务院常务会议部署盘活和统筹使用沉淀的存量财政资金有效支持经济增长确定加快发展电子商务的措施培育经济新动力决定适当扩大全国社保基金投资范围更好惠民生助发展
2015.04.01 
",http://www.gov.cn/guowuyuan/gwycwhy201510/
2015.03.25 ,"
李克强主持召开国务院常务会议确定今年国务院立法工作重点 让改革发展沿着法治轨道前行部署加快推进实施“中国制造2025” 实现制造业升级听取中国北车南车重组进展情况汇报 强调以国资国企改革优化资源配置
2015.03.25 
",http://www.gov.cn/guowuyuan/gwycwhy201509/
2015.03.18 ,"
李克强主持召开国务院常务会议明确《政府工作报告》责任分工确保完成经济社会发展主要任务部署推进农业可持续发展 加快农业现代化确定改进口岸工作政策措施促进扩大开放和外贸稳定发展
2015.03.18 
",http://www.gov.cn/guowuyuan/gwycwhy201508/
2015.02.25 ,"
李克强主持召开国务院常务会议确定进一步减税降费支持小微企业发展和创业创新部署加快重大水利工程建设以公共产品投资促进稳增长调结构决定提高国家助学金补助标准 助力人才成长
2015.02.25 
",http://www.gov.cn/guowuyuan/gwycwhy201507/
2015.02.11 ,"
李克强主持召开国务院常务会议部署进一步做好困难群众冬春生活安排和重特大疾病医疗救助工作确定推进标准化工作改革措施促进经济提质增效升级研究加强土地管理和保护 更加有效支撑经济发展
2015.02.11 
",http://www.gov.cn/guowuyuan/gwycwhy201506/
2015.02.06 ,"
李克强主持召开国务院常务会议听取2014年全国两会建议提案办理工作汇报 完善公共决策吸纳民意机制部署改革政府投资管理方式和转变职能 便利投资创业规范市场秩序讨论通过报请全国人大授权在土地制度改革试点地区暂时调整实施有关法律规定的决定草案
2015.02.06 
",http://www.gov.cn/guowuyuan/gwycwhy201505/
2015.01.28 ,"
李克强主持召开国务院常务会议部署加快中国装备“走出去”推进国际产能合作确定支持发展“众创空间”的政策措施为创业创新搭建新平台
2015.01.28 
",http://www.gov.cn/guowuyuan/gwycwhy201504/
2015.01.19 ,"
李克强主持召开国务院常务会议部署加强乡村医生队伍建设 更好保障农村居民身体健康 讨论通过《全国医疗卫生服务体系规划纲要》 促进优化资源配置和服务升级 批准2014年享受政府特殊津贴人员名单
2015.01.19 
",http://www.gov.cn/guowuyuan/gwycwhy201503/index.htm
2015.01.14 ,"
李克强主持召开国务院常务会议 决定设立国家新兴产业创业投资引导基金 助力创业创新和产业升级 部署加快发展服务贸易 以结构优化拓展发展空间 审议通过《博物馆条例(草案)》
2015.01.14 
",http://www.gov.cn/guowuyuan/gwycwhy201502/index.htm
2015.01.07 ,"
李克强主持召开国务院常务会议确定规范和改进行政审批的措施提升政府公信力和执行力讨论通过部分教育法律修正案草案
2015.01.07 
",http://www.gov.cn/guowuyuan/gwycwhy201501/index.htm
2014.12.31 ,"
李克强主持召开国务院常务会议(2014年12月31日)
2014.12.31 
",http://www.gov.cn/guowuyuan/2014-12/31/content_2799117.htm
2014.12.24 ,"
李克强主持召开国务院常务会议(2014年12月24日)
2014.12.24 
",http://www.gov.cn/guowuyuan/2014-12/24/content_2796001.htm
2014.12.12 ,"
李克强主持召开国务院常务会议(2014年12月12日)
2014.12.12 
",http://www.gov.cn/guowuyuan/2014-12/12/content_2790192.htm
2014.12.03 ,"
李克强主持召开国务院常务会议(2014年12月3日)
2014.12.03 
",http://www.gov.cn/guowuyuan/2014-12/03/content_2786295.htm
2014.11.26 ,"
李克强主持召开国务院常务会议(2014年11月26日)
2014.11.26 
",http://www.gov.cn/guowuyuan/2014-11/26/content_2783755.htm
2014.11.19 ,"
李克强主持召开国务院常务会议(2014年11月19日)
2014.11.19 
",http://www.gov.cn/guowuyuan/2014-11/19/content_2780883.htm
2014.11.15 ,"
李克强主持召开国务院常务会议(2014年11月15日)
2014.11.15 
",http://www.gov.cn/guowuyuan/2014-11/15/content_2779313.htm
2014.11.05 ,"
李克强主持召开国务院常务会议(2014年11月5日)
2014.11.05 
",http://www.gov.cn/guowuyuan/2014-11/05/content_2775568.htm
2014.10.29 ,"
李克强主持召开国务院常务会议(2014年10月29日)
2014.10.29 
",http://www.gov.cn/guowuyuan/2014-10/29/content_2772258.htm
2014.10.24 ,"
李克强主持召开国务院常务会议(2014年10月24日)
2014.10.24 
",http://www.gov.cn/guowuyuan/2014-10/24/content_2770316.htm
2014.10.08 ,"
李克强主持召开国务院常务会议(2014年10月8日)
2014.10.08 
",http://www.gov.cn/guowuyuan/2014-10/08/content_2761251.htm
2014.09.29 ,"
李克强主持召开国务院常务会议(2014年9月29日)
2014.09.29 
",http://www.gov.cn/guowuyuan/2014-09/29/content_2758755.htm
2014.09.24 ,"
李克强主持召开国务院常务会议(2014年9月24日)
2014.09.24 
",http://www.gov.cn/guowuyuan/2014-09/24/content_2755686.htm
2014.09.17 ,"
李克强主持召开国务院常务会议(2014年9月17日)
2014.09.17 
",http://www.gov.cn/guowuyuan/2014-09/17/content_2751902.htm
2014.09.03 ,"
李克强主持召开国务院常务会议(2014年9月2日)
2014.09.03 
",http://www.gov.cn/guowuyuan/2014-09/03/content_2744699.htm
2014.08.27 ,"
李克强主持召开国务院常务会议(2014年8月27日)
2014.08.27 
",http://www.gov.cn/guowuyuan/2014-08/27/content_2740838.htm
2014.08.20 ,"
李克强主持召开国务院常务会议(2014年8月19日)
2014.08.20 
",http://www.gov.cn/guowuyuan/2014-08/20/content_2737613.htm
2014.07.30 ,"
李克强主持召开国务院常务会议(2014年7月30日)
2014.07.30 
",http://www.gov.cn/guowuyuan/2014-07/30/content_2727202.htm
2014.07.23 ,"
李克强主持召开国务院常务会议(2014年7月23日)
2014.07.23 
",http://www.gov.cn/guowuyuan/2014-07/23/content_2723171.htm
2014.07.16 ,"
李克强主持召开国务院常务会议(2014年7月16日)
2014.07.16 
",http://www.gov.cn/guowuyuan/2014-07/16/content_2718560.htm
2014.07.09 ,"
李克强主持召开国务院常务会议(2014年7月9日)
2014.07.09 
",http://www.gov.cn/guowuyuan/2014-07/09/content_2714830.htm
2014.07.02 ,"
李克强主持召开国务院常务会议(2014年7月2日)
2014.07.02 
",http://www.gov.cn/guowuyuan/2014-07/02/content_2711063.htm
2014.06.25 ,"
李克强主持召开国务院常务会议(2014年6月25日)
2014.06.25 
",http://www.gov.cn/guowuyuan/2014-06/25/content_2708074.htm
2014.06.11 ,"
李克强主持召开国务院常务会议(2014年6月11日)
2014.06.11 
",http://www.gov.cn/guowuyuan/2014-06/11/content_2698918.htm
2014.06.04 ,"
李克强主持召开国务院常务会议(2014年6月4日)
2014.06.04 
",http://www.gov.cn/guowuyuan/2014-06/04/content_2693794.htm
2014.05.30 ,"
李克强主持召开国务院常务会议(2014年5月30日)
2014.05.30 
",http://www.gov.cn/guowuyuan/2014-05/30/content_2690960.htm
2014.05.21 ,"
李克强主持召开国务院常务会议(2014年5月21日)
2014.05.21 
",http://www.gov.cn/guowuyuan/2014-05/21/content_2684101.htm
2014.05.14 ,"
李克强主持召开国务院常务会议(2014年5月14日)
2014.05.14 
",http://www.gov.cn/guowuyuan/2014-05/14/content_2679724.htm
2014.04.30 ,"
李克强主持召开国务院常务会议(2014年4月30日)
2014.04.30 
",http://www.gov.cn/guowuyuan/2014-04/30/content_2669702.htm
2014.04.23 ,"
李克强主持召开国务院常务会议(2014年4月23日)
2014.04.23 
",http://www.gov.cn/guowuyuan/2014-04/23/content_2665259.htm
2014.04.16 ,"
李克强主持召开国务院常务会议(2014年4月16日)
2014.04.16 
",http://www.gov.cn/guowuyuan/2014-04/16/content_2660753.htm
2014.04.02 ,"
李克强主持召开国务院常务会议(2014年4月2日)
2014.04.02 
",http://www.gov.cn/guowuyuan/2014-04/02/content_2652125.htm
2014.03.25 ,"
李克强主持召开国务院常务会议(2014年3月25日)
2014.03.25 
",http://www.gov.cn/guowuyuan/2014-03/25/content_2645855.htm
2014.03.19 ,"
李克强主持召开国务院常务会议(2014年3月19日)
2014.03.19 
",http://www.gov.cn/guowuyuan/2014-03/19/content_2641863.htm
2014.02.26 ,"
李克强主持召开国务院常务会议(2014年2月26日)
2014.02.26 
",http://www.gov.cn/guowuyuan/2014-02/26/content_2622744.htm
2014.02.12 ,"
李克强主持召开国务院常务会议(2014年2月12日)
2014.02.12 
",http://www.gov.cn/guowuyuan/2014-02/12/content_2613644.htm
2014.02.07 ,"
李克强主持召开国务院常务会议(2014年2月7日)
2014.02.07 
",http://www.gov.cn/guowuyuan/2014-02/07/content_2591063.htm
2014.01.22 ,"
李克强主持召开国务院常务会议(2014年1月22日)
2014.01.22 
",http://www.gov.cn/guowuyuan/2014-01/22/content_2591059.htm
2014.01.15 ,"
李克强主持召开国务院常务会议(2014年1月15日)
2014.01.15 
",http://www.gov.cn/guowuyuan/2014-01/15/content_2591053.htm
2014.01.08 ,"
李克强主持召开国务院常务会议(2014年1月8日)
2014.01.08 
",http://www.gov.cn/guowuyuan/2014-01/08/content_2591050.htm
2013.12.25 ,"
李克强主持召开国务院常务会议(2013年12月25日)
2013.12.25 
",http://www.gov.cn/guowuyuan/2013-12/25/content_2591047.htm
2013.12.18 ,"
李克强主持召开国务院常务会议(2013年12月18日)
2013.12.18 
",http://www.gov.cn/guowuyuan/2013-12/18/content_2591045.htm
2013.12.04 ,"
李克强主持召开国务院常务会议(2013年12月4日)
2013.12.04 
",http://www.gov.cn/guowuyuan/2013-12/04/content_2591040.htm
2013.11.20 ,"
李克强主持召开国务院常务会议(2013年11月20日)
2013.11.20 
",http://www.gov.cn/guowuyuan/2013-11/20/content_2591037.htm
2013.11.13 ,"
李克强主持召开国务院常务会议(2013年11月13日)
2013.11.13 
",http://www.gov.cn/guowuyuan/2013-11/13/content_2591036.htm
2013.10.30 ,"
李克强主持召开国务院常务会议(2013年10月30日)
2013.10.30 
",http://www.gov.cn/guowuyuan/2013-10/30/content_2591091.htm
2013.10.27 ,"
李克强主持召开国务院常务会议(2013年10月25日)
2013.10.27 
",http://www.gov.cn/guowuyuan/2013-10/27/content_2591089.htm
2013.10.20 ,"
李克强主持召开国务院常务会议(2013年10月18日)
2013.10.20 
",http://www.gov.cn/guowuyuan/2013-10/20/content_2591088.htm
2013.10.08 ,"
李克强主持召开国务院常务会议(2013年10月8日)
2013.10.08 
",http://www.gov.cn/guowuyuan/2013-10/08/content_2591080.htm
2013.09.25 ,"
李克强主持召开国务院常务会议(2013年9月25日)
2013.09.25 
",http://www.gov.cn/guowuyuan/2013-09/25/content_2591079.htm
2013.09.18 ,"
李克强主持召开国务院常务会议(2013年9月18日)
2013.09.18 
",http://www.gov.cn/guowuyuan/2013-09/18/content_2591078.htm
2013.09.06 ,"
李克强主持召开国务院常务会议(2013年9月6日)
2013.09.06 
",http://www.gov.cn/guowuyuan/2013-09/06/content_2591074.htm
2013.08.28 ,"
李克强主持召开国务院常务会议(2013年8月28日)
2013.08.28 
",http://www.gov.cn/guowuyuan/2013-08/28/content_2591072.htm
2013.08.21 ,"
李克强主持召开国务院常务会议(2013年8月21日)
2013.08.21 
",http://www.gov.cn/guowuyuan/2013-08/21/content_2591071.htm
2013.08.16 ,"
李克强主持召开国务院常务会议(2013年8月16日)
2013.08.16 
",http://www.gov.cn/guowuyuan/2013-08/16/content_2591068.htm
2013.07.31 ,"
李克强主持召开国务院常务会议(2013年7月31日)
2013.07.31 
",http://www.gov.cn/guowuyuan/2013-07/31/content_2591067.htm
2013.07.24 ,"
李克强主持召开国务院常务会议(2013年7月24日)
2013.07.24 
",http://www.gov.cn/guowuyuan/2013-07/24/content_2591129.htm
2013.07.12 ,"
李克强主持召开国务院常务会议(2013年7月12日)
2013.07.12 
",http://www.gov.cn/guowuyuan/2013-07/12/content_2591127.htm
2013.07.03 ,"
李克强主持召开国务院常务会议(2013年7月3日)
2013.07.03 
",http://www.gov.cn/guowuyuan/2013-07/03/content_2591126.htm
2013.06.26 ,"
李克强主持召开国务院常务会议(2013年6月26日)
2013.06.26 
",http://www.gov.cn/guowuyuan/2013-06/26/content_2591125.htm
2013.06.19 ,"
李克强主持召开国务院常务会议(2013年6月19日)
2013.06.19 
",http://www.gov.cn/guowuyuan/2013-06/19/content_2591124.htm
2013.06.14 ,"
李克强主持召开国务院常务会议(2013年6月14日)
2013.06.14 
",http://www.gov.cn/guowuyuan/2013-06/14/content_2591122.htm
2013.06.05 ,"
李克强主持召开国务院常务会议(2013年6月5日)
2013.06.05 
",http://www.gov.cn/guowuyuan/2013-06/05/content_2591120.htm
2013.05.31 ,"
李克强主持召开国务院常务会议(2013年5月31日)
2013.05.31 
",http://www.gov.cn/guowuyuan/2013-05/31/content_2591118.htm
2013.05.15 ,"
李克强主持召开国务院常务会议(2013年5月15日)
2013.05.15 
",http://www.gov.cn/guowuyuan/2013-05/15/content_2591117.htm
2013.05.08 ,"
李克强主持召开国务院常务会议(2013年5月8日)
2013.05.08 
",http://www.gov.cn/guowuyuan/2013-05/08/content_2591115.htm
2013.05.06 ,"
李克强主持召开国务院常务会议(2013年5月6日)
2013.05.06 
",http://www.gov.cn/guowuyuan/2013-05/06/content_2591114.htm
2013.04.24 ,"
李克强主持召开国务院常务会议(2013年4月24日)
2013.04.24 
",http://www.gov.cn/guowuyuan/2013-04/24/content_2591113.htm
2013.04.17 ,"
李克强主持召开国务院常务会议(2013年4月17日)
2013.04.17 
",http://www.gov.cn/guowuyuan/2013-04/17/content_2591110.htm
2013.04.10 ,"
李克强主持召开国务院常务会议(2013年4月10日)
2013.04.10 
",http://www.gov.cn/guowuyuan/2013-04/10/content_2591108.htm
2013.04.03 ,"
李克强主持召开国务院常务会议(2013年4月3日)
2013.04.03 
",http://www.gov.cn/guowuyuan/2013-04/03/content_2591105.htm
2013.03.27 ,"
李克强主持召开国务院常务会议(2013年3月27日)
2013.03.27 
",http://www.gov.cn/guowuyuan/2013-03/27/content_2591103.htm
2013.03.18 ,"
李克强主持召开国务院常务会议(2013年3月18日)
2013.03.18 
",http://www.gov.cn/guowuyuan/2013-03/18/content_2591137.htm
